Cust_Id,City,age,MonthlyIncome,MinBal,MaxBal,Age with Bank
11723,Mumbai,27,6387,4737,13943,1
11724,Mumbai,27,15293,4318,10175,1
11725,Nashik,27,19697,4271,11331,1
11726,Nashik,28,10753,4916,12298,1
11727,Nashik,27,7618,4786,11015,1
11728,Pune,26,5300,3463,10493,1
11729,Mumbai,27,16870,3596,11771,1
11730,Mumbai,26,14025,3441,14650,1
11731,Pune,29,13723,3864,11128,1
11732,Mumbai,29,17642,4170,13031,1
11733,Mumbai,27,16457,4348,12344,1
11734,Nashik,27,16117,4953,13464,1
11735,Nashik,25,16277,4529,14294,1
11736,Nashik,28,5524,2518,12535,1
11737,Nashik,29,19039,2721,10644,1
11738,Pune,29,7138,4938,13770,1
11739,Mumbai,26,9123,2764,10819,1
11740,Aurangabad,27,8548,3478,12582,1
11741,Kolhapur,25,10329,4353,11664,1
11742,Kolhapur,26,12696,2986,14663,1
11743,Aurangabad,28,5780,3314,10756,1
11744,Aurangabad,28,18090,2559,12814,1
11745,Kolhapur,28,16367,3420,12820,1
11746,Nashik,25,14011,3048,11940,1
11747,Pune,28,18322,4505,10779,1
11748,Mumbai,29,7391,3512,13892,1
11749,Aurangabad,25,19023,4517,13454,1
11750,Kolhapur,28,7789,4254,13935,1
11751,Kolhapur,28,10438,3157,12836,1
11752,Aurangabad,26,15486,3315,12233,1
11753,Aurangabad,28,18021,4744,10274,1
11754,Kolhapur,27,17036,3453,12770,1
11755,Mumbai,28,10965,4623,11377,1
11756,Pune,27,11931,4065,13905,1
11757,Mumbai,25,18485,4760,11027,1
11758,Mumbai,29,5768,3623,14913,1
11759,Nashik,29,17473,3034,12787,1
11760,Nashik,26,6364,4411,11564,1
11761,Nashik,26,7479,3948,12115,1
11762,Pune,28,5497,3559,12995,1
11763,Mumbai,26,18068,4248,12978,1
11764,Aurangabad,25,14417,2610,13612,1
11765,Kolhapur,28,11038,3114,14937,1
11766,Kolhapur,28,6451,3439,14959,1
11767,Aurangabad,27,10268,4410,10513,1
11768,Aurangabad,26,14796,3349,13152,1
11769,Kolhapur,28,17649,4491,12547,1
11770,Solapur,29,5105,4684,14259,1
11771,Mumbai,25,14951,3673,14230,1
11772,Pune,28,16661,3238,12453,1
11773,Mumbai,28,8007,4640,14605,1
11774,Mumbai,29,17620,3966,13589,1
11775,Nashik,25,13677,4628,11047,1
11776,Nashik,27,18871,2600,11407,1
11777,Nashik,28,7304,3352,10321,1
11778,Pune,29,19783,4791,13407,1
11779,Mumbai,29,18227,3716,10944,1
11780,Mumbai,26,8312,3371,10960,1
11781,Pune,26,7827,3948,12196,1
11782,Mumbai,27,12906,3736,14044,1
11783,Mumbai,28,12366,4417,14249,1
11784,Nashik,28,17490,4285,13533,1
11785,Nashik,26,17182,3306,10108,1
11786,Nashik,28,6826,2865,10071,1
11787,Pune,28,19325,4325,10791,1
11788,Mumbai,25,8403,2772,11125,1
11789,Mumbai,26,16156,4255,13462,1
11790,Nashik,25,10163,3401,12645,1
11791,Nashik,25,12237,3702,13213,1
11792,Nashik,29,6133,3913,14401,1
11793,Pune,29,18342,3516,14981,1
11794,Mumbai,25,12464,2809,14659,1
11795,Aurangabad,27,17869,3296,13939,1
11796,Kolhapur,26,13037,4990,14585,1
11797,Kolhapur,27,6862,4730,12076,1
11798,Aurangabad,25,9680,4907,11262,1
11799,Aurangabad,25,17462,4491,12037,1
11800,Kolhapur,27,6730,3445,14127,1
11801,Solapur,27,7088,3222,11759,1
11802,Mumbai,29,9548,3670,13895,1
11803,Kolhapur,28,11217,4041,11669,1
11804,Aurangabad,29,11531,3575,14980,1
11805,Aurangabad,26,12517,3329,13650,1
11806,Kolhapur,27,13803,3344,12264,1
11807,Solapur,27,14196,3241,13972,1
11808,Mumbai,26,15375,4061,12356,1
11809,Pune,29,10484,4378,12104,1
11810,Mumbai,29,14662,4072,13073,1
11811,Mumbai,28,17338,3788,14831,1
11812,Nashik,28,11064,2521,13843,1
11813,Nashik,26,10358,3606,14207,1
11814,Nashik,28,19136,4794,13039,1
11815,Pune,25,15263,3154,13650,1
11816,Mumbai,26,15477,4945,11677,1
11817,Mumbai,28,5891,4636,13130,1
11818,Pune,28,5678,3824,10176,1
11819,Mumbai,28,6772,3505,14704,1
11820,Mumbai,28,7439,4122,11250,1
11821,Nashik,27,17566,3886,12036,1
11822,Nashik,26,11186,3094,14420,1
11823,Nashik,28,17827,3600,10720,1
11824,Nashik,26,7189,4720,10072,1
11825,Pune,27,9494,4017,12853,1
11826,Mumbai,28,16898,2753,14656,1
11827,Aurangabad,29,16147,4669,10259,1
11828,Kolhapur,25,19503,3038,10252,1
11829,Kolhapur,25,18884,2966,11320,1
11830,Aurangabad,28,7220,3058,11689,1
11831,Aurangabad,26,18627,2963,14394,1
11832,Kolhapur,26,6433,4363,14054,1
11833,Nashik,29,8015,4889,13714,1
11834,Pune,27,9122,4479,11654,1
11835,Mumbai,25,6819,4789,13197,1
11836,Aurangabad,28,19041,4407,10501,1
11837,Kolhapur,28,6344,3888,14225,1
11838,Kolhapur,26,13558,4366,14492,1
11839,Aurangabad,29,6003,4628,13616,1
11840,Aurangabad,25,10419,4980,10318,1
11841,Kolhapur,28,10071,4850,13439,1
11842,Mumbai,28,13874,2594,10398,1
11843,Pune,29,18940,3020,14730,1
11844,Mumbai,28,5936,3123,12614,1
11845,Mumbai,28,6694,3449,11117,1
11846,Nashik,28,14507,2961,13754,1
11847,Nashik,27,13758,2973,12990,1
11848,Nashik,26,16784,4075,10269,1
11849,Pune,29,8009,4839,10579,1
11850,Mumbai,29,7576,4044,14108,1
11851,Aurangabad,26,14398,3041,13356,1
11852,Kolhapur,26,6278,3612,14010,1
11853,Kolhapur,28,13963,4855,10736,1
11854,Aurangabad,27,13781,4750,11861,1
11855,Aurangabad,29,10920,3366,14043,1
11856,Kolhapur,25,8841,2619,10495,1
11857,Solapur,27,10449,3296,10367,1
11858,Mumbai,26,11882,2958,13567,1
11859,Pune,28,15394,3837,12713,1
11860,Mumbai,26,17961,3593,14457,1
11861,Mumbai,26,10413,4878,10298,1
11862,Nashik,27,7433,2857,13364,1
11863,Nashik,26,9308,4321,13044,1
11864,Nashik,26,7709,3644,13949,1
11865,Pune,29,13500,4616,12067,1
11866,Mumbai,28,19119,3635,13731,1
11867,Mumbai,27,9269,4704,13904,1
11868,Pune,28,10353,2629,14270,1
11869,Mumbai,29,13352,2582,14359,1
11870,Mumbai,26,9771,4870,14783,1
11871,Nashik,25,10806,4864,10743,1
11872,Nashik,25,9212,4987,14580,1
11873,Nashik,26,10871,2569,14382,1
11874,Pune,29,9753,4440,14275,1
11875,Mumbai,28,6863,4508,10478,1
11876,Mumbai,27,16823,3943,10116,1
11877,Nashik,27,10554,3569,11131,1
11878,Nashik,28,10498,3178,14609,1
11879,Nashik,28,13861,2798,14434,1
11880,Pune,27,8651,4397,14271,1
11881,Mumbai,26,19241,2735,14602,1
11882,Aurangabad,26,19422,4072,13746,1
11883,Kolhapur,29,9398,3093,12294,1
11884,Kolhapur,28,17601,3732,11582,1
11885,Aurangabad,28,7234,3823,11638,1
11886,Aurangabad,29,15223,3623,11204,1
11887,Kolhapur,25,7884,3358,10087,1
11888,Solapur,26,9878,4146,10304,1
11889,Mumbai,27,15840,4342,13569,1
11890,Kolhapur,28,13051,4128,10903,1
11891,Aurangabad,26,15851,4565,12024,1
11892,Aurangabad,27,8460,4153,13469,1
11893,Kolhapur,25,17653,2816,13639,1
11894,Solapur,26,6995,3247,14690,1
11895,Mumbai,26,14972,2895,12239,1
11896,Pune,25,12668,3774,11260,1
11897,Mumbai,25,7961,3855,12890,1
11898,Mumbai,28,17377,2598,12125,1
11899,Nashik,29,16992,3129,11017,1
11900,Nashik,28,17162,3445,13295,1
11901,Nashik,28,13341,3442,13435,1
11902,Pune,26,11588,2593,10919,1
11903,Mumbai,27,9460,4161,13482,1
11904,Mumbai,27,9538,3882,14918,1
11905,Pune,27,18914,3218,10834,1
11906,Mumbai,29,16535,4141,14419,1
11907,Mumbai,26,19034,2738,14706,1
11908,Nashik,27,12941,4797,12385,1
11909,Nashik,26,16523,4581,10633,1
11910,Nashik,28,17139,2531,10817,1
11911,Nashik,27,6261,3692,13895,1
11912,Pune,26,17708,2922,13751,1
11913,Mumbai,26,15856,2875,12803,1
11914,Aurangabad,25,19094,4323,13404,1
11915,Kolhapur,27,14528,3502,12253,1
11916,Kolhapur,29,10012,4695,11638,1
11917,Aurangabad,26,11766,3905,14023,1
11918,Aurangabad,28,15185,3717,11578,1
11919,Kolhapur,26,15429,4085,11232,1
11920,Nashik,25,18830,4892,10698,1
11921,Pune,25,5362,3865,11429,1
11922,Mumbai,26,6726,3090,10296,1
11923,Aurangabad,27,17345,4554,12690,1
11924,Kolhapur,28,7136,3358,11833,1
11925,Kolhapur,26,11420,3816,10388,1
11926,Aurangabad,29,17396,4624,10401,1
11927,Aurangabad,25,7477,3492,10819,1
11928,Kolhapur,25,7298,3810,12073,1
11929,Mumbai,25,9514,3291,10467,1
11930,Pune,27,10278,3121,12400,1
11931,Mumbai,26,5485,4439,12938,1
11932,Mumbai,25,16555,2569,14371,1
11933,Nashik,26,12428,2879,10716,1
11934,Nashik,26,12394,2942,13689,1
11935,Nashik,26,10974,3525,14623,1
11936,Pune,29,6810,3159,11279,1
11937,Mumbai,28,11806,2777,10978,1
11938,Aurangabad,25,15750,3757,11696,1
11939,Kolhapur,26,9431,3018,11800,1
11940,Kolhapur,28,9506,2785,13302,1
11941,Aurangabad,27,13918,3310,10654,1
11942,Aurangabad,28,14781,4990,14424,1
11943,Kolhapur,28,9667,3264,11531,1
11944,Solapur,27,10262,3829,14596,1
11945,Mumbai,29,18188,4356,14485,1
11946,Pune,25,19450,2941,11496,1
11947,Mumbai,28,8651,4753,12105,1
11948,Mumbai,25,17595,3032,13297,1
11949,Nashik,29,7361,4685,13585,1
11950,Nashik,25,13007,4865,12603,1
11951,Nashik,26,9470,4409,12186,1
11952,Pune,26,5596,4267,14062,1
11953,Mumbai,25,17609,3913,13689,1
11954,Mumbai,27,16654,4768,12246,1
11955,Pune,29,9774,3045,11082,1
11956,Mumbai,29,10384,3493,13480,1
11957,Mumbai,26,6680,4298,11747,1
11958,Nashik,26,8520,3341,14334,1
11959,Nashik,29,16109,3671,10340,1
11960,Nashik,27,5033,4892,13572,1
11961,Pune,26,6542,4389,13311,1
11962,Mumbai,26,11174,3821,11341,1
11963,Mumbai,27,7485,3726,11031,1
11964,Nashik,26,12410,3575,14620,1
11965,Nashik,27,18530,2712,11120,1
11966,Nashik,27,18726,2514,12039,1
11967,Pune,28,11761,4817,14937,1
11968,Mumbai,25,14754,4389,12624,1
11969,Aurangabad,29,10086,2677,11982,1
11970,Kolhapur,27,11742,3191,12474,1
11971,Kolhapur,26,18748,3948,12578,1
11972,Aurangabad,27,7818,3593,10719,1
11973,Aurangabad,27,16935,3144,13364,1
11974,Kolhapur,26,13160,4944,11493,1
11975,Solapur,27,15860,2928,10670,1
11976,Mumbai,25,14752,3141,10265,1
11977,Kolhapur,29,7475,4581,13495,1
11978,Aurangabad,28,18004,3210,11260,1
11979,Aurangabad,29,7734,3368,12626,1
11980,Kolhapur,28,17008,4086,13119,1
11981,Solapur,25,10561,4345,12171,1
11982,Mumbai,29,5898,3964,11557,1
11983,Pune,29,11146,4849,14097,1
11984,Mumbai,28,6742,4788,12413,1
11985,Mumbai,25,15042,4675,14873,1
11986,Nashik,27,19270,3744,11320,1
11987,Nashik,25,7552,2838,14284,1
11988,Nashik,26,18410,4855,11984,1
11989,Pune,25,7866,3876,12079,1
11990,Mumbai,29,7816,4127,11324,1
11991,Mumbai,28,18044,3142,10145,1
11992,Pune,27,7850,4951,10851,1
11993,Mumbai,27,12528,4193,10860,1
11994,Mumbai,29,15659,3118,12594,1
11995,Nashik,25,19978,4673,13439,1
11996,Nashik,29,19637,3255,10750,1
11997,Nashik,26,13644,3941,11460,1
11998,Nashik,26,17965,4606,11076,1
11999,Pune,25,5997,4234,10956,1
12000,Mumbai,29,15652,3443,13743,1
12001,Aurangabad,28,13535,2924,10266,1
12002,Kolhapur,25,13079,4221,11434,1
12003,Kolhapur,26,15420,3861,13662,1
12004,Aurangabad,26,7583,3997,11985,1
12005,Aurangabad,28,12468,4907,11836,1
12006,Kolhapur,25,6824,2811,13517,1
12007,Nashik,29,13974,4454,13198,1
12008,Pune,26,11317,4649,10743,1
12009,Mumbai,28,5381,3109,12266,1
12010,Aurangabad,27,12184,4643,10915,1
12011,Kolhapur,29,5827,4955,12664,1
12012,Kolhapur,25,11040,4568,10270,1
12013,Aurangabad,25,10906,3006,13064,1
12014,Aurangabad,27,18505,2901,12654,1
12015,Kolhapur,28,10385,4665,11014,1
12016,Mumbai,28,17646,3981,10135,1
12017,Pune,28,11426,2716,12540,1
12018,Mumbai,28,18602,2717,11490,1
12019,Mumbai,29,11537,4697,10546,1
12020,Nashik,25,6749,3854,14433,1
12021,Nashik,26,8925,4641,10492,1
12022,Nashik,27,10064,4672,13162,1
12023,Pune,27,5777,3281,10002,1
12024,Mumbai,25,5369,3544,11797,1
12025,Aurangabad,28,14911,2742,10598,1
12026,Kolhapur,27,18979,3203,10257,1
12027,Kolhapur,26,13934,2525,11057,1
12028,Aurangabad,25,14156,4867,14342,1
12029,Aurangabad,28,5455,3370,14565,1
12030,Kolhapur,28,8152,4257,13492,1
12031,Solapur,27,5273,4154,13822,1
12032,Mumbai,25,7279,4283,11825,1
12033,Pune,27,10283,4535,14541,1
12034,Mumbai,29,5136,3880,14458,1
12035,Mumbai,27,10896,4840,13271,1
12036,Nashik,28,11786,3918,11535,1
12037,Nashik,25,14021,3157,12875,1
12038,Nashik,26,6774,4738,13102,1
12039,Pune,26,12868,3246,14053,1
12040,Mumbai,26,17958,4581,10954,1
12041,Mumbai,28,15537,2555,10031,1
12042,Pune,27,14399,3739,10854,1
12043,Mumbai,29,10698,3198,12488,1
12044,Mumbai,29,7294,3825,11637,1
12045,Nashik,25,12718,3014,12032,1
12046,Nashik,26,7942,3812,11219,1
12047,Nashik,29,12925,3938,13851,1
12048,Pune,25,18130,3676,14107,1
12049,Mumbai,26,9444,4519,10478,1
12050,Mumbai,27,15948,3133,11461,1
12051,Nashik,26,8683,2568,11335,1
12052,Nashik,26,8238,3033,13951,1
12053,Nashik,26,16553,4074,12605,1
12054,Pune,25,13463,2966,11364,1
12055,Mumbai,28,10920,2927,12168,1
12056,Aurangabad,25,7589,4244,11896,1
12057,Kolhapur,28,13496,3484,11153,1
12058,Kolhapur,26,6219,3894,14197,1
12059,Aurangabad,26,13712,4468,13394,1
12060,Aurangabad,28,7817,2658,12533,1
12061,Kolhapur,25,7774,4877,11901,1
12062,Solapur,25,8603,3050,12135,1
12063,Mumbai,25,19139,3118,12338,1
12064,Kolhapur,27,10264,4071,13413,1
12065,Aurangabad,25,16540,4577,10746,1
12066,Aurangabad,28,10387,2762,12139,1
12067,Kolhapur,28,16451,2584,13051,1
12068,Solapur,27,11450,4326,10346,1
12069,Mumbai,29,5450,3140,12044,1
12070,Pune,29,8628,3117,10951,1
12071,Mumbai,27,13459,2562,13319,1
12072,Mumbai,25,15639,4055,13184,1
12073,Nashik,25,17833,2846,13122,1
12074,Nashik,29,9369,2554,10351,1
12075,Nashik,25,19901,4358,10887,1
12076,Pune,26,12752,3461,13587,1
12077,Mumbai,28,16190,3248,12117,1
12078,Mumbai,29,6008,4597,13020,1
12079,Pune,27,14575,2940,10726,1
12080,Mumbai,26,14612,4996,14939,1
12081,Mumbai,29,11921,4777,13212,1
12082,Nashik,29,12739,2632,10645,1
12083,Nashik,25,12345,3772,13871,1
12084,Nashik,28,8006,3323,11169,1
12085,Nashik,28,7888,4802,11495,1
12086,Pune,25,6963,4078,13204,1
12087,Mumbai,28,12924,3302,11284,1
12088,Aurangabad,28,11187,3237,12378,1
12089,Kolhapur,27,14385,3793,12475,1
12090,Kolhapur,27,17447,3211,14074,1
12091,Aurangabad,27,18439,2660,12897,1
12092,Aurangabad,26,19193,2796,14581,1
12093,Kolhapur,28,14670,4586,13083,1
12094,Nashik,27,6353,3583,12928,1
12095,Pune,29,7242,2647,14292,1
12096,Mumbai,29,9243,3734,12912,1
12097,Aurangabad,25,16221,2828,13399,1
12098,Kolhapur,27,19667,4881,11231,1
12099,Kolhapur,27,11850,3716,11576,1
12100,Aurangabad,25,15799,4948,12538,1
12101,Aurangabad,27,12374,2533,14831,1
12102,Kolhapur,26,18340,2595,14431,1
12103,Mumbai,28,14555,2865,12131,1
12104,Pune,28,11265,4669,13884,1
12105,Mumbai,28,5528,3653,14907,1
12106,Mumbai,28,18107,4107,10398,1
12107,Nashik,29,16284,4661,11782,1
12108,Nashik,29,18890,2620,14658,1
12109,Nashik,28,17468,3371,14195,1
12110,Pune,29,16514,3567,13138,1
12111,Mumbai,28,19786,2765,13854,1
12112,Aurangabad,28,18213,2847,11978,1
12113,Kolhapur,27,12902,3505,12353,1
12114,Kolhapur,25,15792,4707,13670,1
12115,Aurangabad,29,15296,4523,13364,1
12116,Aurangabad,27,16168,3561,10944,1
12117,Kolhapur,25,8076,4503,12001,1
12118,Solapur,28,13587,3489,10229,1
12119,Mumbai,28,5952,2885,14979,1
12120,Pune,27,14068,2877,12798,1
12121,Mumbai,29,13669,3498,13586,1
12122,Mumbai,27,18091,4308,11550,1
12123,Nashik,26,12102,3656,14721,1
12124,Nashik,25,11106,3352,11830,1
12125,Nashik,25,7801,4041,13437,1
12126,Pune,25,13355,4917,13946,1
12127,Mumbai,28,12619,4207,12081,1
12128,Mumbai,29,14477,2782,14253,1
12129,Pune,28,17984,4123,11063,1
12130,Mumbai,29,16659,3842,14281,1
12131,Mumbai,28,14932,2931,14489,1
12132,Nashik,28,9542,4834,13053,1
12133,Nashik,28,13383,3054,14408,1
12134,Nashik,29,11389,3648,10833,1
12135,Pune,26,18867,3330,13214,1
12136,Mumbai,25,18036,4120,13516,1
12137,Mumbai,28,19815,3317,13071,1
12138,Nashik,26,11275,2733,14478,1
12139,Nashik,25,9652,2747,13695,1
12140,Nashik,27,12569,2890,11683,1
12141,Pune,29,10859,2955,12905,1
12142,Mumbai,28,8183,2644,11298,1
12143,Aurangabad,25,16625,3633,10922,1
12144,Kolhapur,29,6327,4465,12809,1
12145,Kolhapur,25,12870,3297,11947,1
12146,Aurangabad,29,18818,3562,11570,1
12147,Aurangabad,26,12976,4590,14743,1
12148,Kolhapur,28,9593,3489,12980,1
12149,Solapur,25,5645,3156,10069,1
12150,Mumbai,29,13875,2511,14616,1
12151,Kolhapur,27,12147,3296,13120,1
12152,Aurangabad,26,8555,2879,12658,1
12153,Aurangabad,27,13522,2948,14715,1
12154,Kolhapur,28,16666,2877,12943,1
12155,Solapur,25,8627,3813,13396,1
12156,Mumbai,29,12937,2876,13717,1
12157,Pune,25,5631,3117,12865,1
12158,Mumbai,29,9758,3446,11550,1
12159,Mumbai,29,19143,4954,11073,1
12160,Nashik,27,18428,3174,11554,1
12161,Nashik,26,13841,4923,13223,1
12162,Nashik,28,11371,2798,10754,1
12163,Pune,27,11570,4042,14481,1
12164,Mumbai,25,8492,4620,13909,1
12165,Mumbai,25,12037,4451,14135,1
12166,Pune,28,16516,4910,10960,1
12167,Mumbai,28,14423,4809,14800,1
12168,Mumbai,29,7729,3380,11121,1
12169,Nashik,26,16308,4720,14582,1
12170,Nashik,26,5110,4291,14383,1
12171,Nashik,26,12883,4895,10877,1
12172,Nashik,27,19786,3715,11739,1
12173,Pune,29,15193,2760,14229,1
12174,Mumbai,28,12407,3692,11947,1
12175,Aurangabad,29,8174,3623,14756,1
12176,Kolhapur,26,19360,3653,12640,1
12177,Kolhapur,28,18014,2743,11252,1
12178,Aurangabad,25,5484,3070,10915,1
12179,Aurangabad,26,6368,3030,13449,1
12180,Kolhapur,26,17225,3017,11913,1
12181,Nashik,29,5994,2695,10274,1
12182,Pune,28,19826,3673,13842,1
12183,Mumbai,25,5760,4732,13269,1
12184,Aurangabad,27,17254,4575,12357,1
12185,Kolhapur,25,11908,3925,14595,1
12186,Kolhapur,28,18216,3469,13452,1
12187,Aurangabad,28,15294,3442,10553,1
12188,Aurangabad,27,8215,3526,14376,1
12189,Kolhapur,26,18429,4280,11231,1
12190,Mumbai,25,6982,3752,10307,1
12191,Pune,26,20000,3705,11044,1
12192,Mumbai,27,16738,2799,13948,1
12193,Mumbai,26,6814,3731,12568,1
12194,Nashik,25,7098,3941,14941,1
12195,Nashik,25,11953,3071,11636,1
12196,Nashik,25,10165,2608,14911,1
12197,Pune,26,12310,4197,11828,1
12198,Mumbai,28,14445,4336,14736,1
12199,Aurangabad,26,5811,2622,14565,1
12200,Kolhapur,26,17057,4210,12552,1
12201,Kolhapur,27,19406,3892,14810,1
12202,Aurangabad,27,8299,2861,13167,1
12203,Aurangabad,28,8059,2998,10409,1
12204,Kolhapur,29,18281,2565,14307,1
12205,Solapur,27,17832,2768,10621,1
12206,Mumbai,25,11630,4994,12860,1
12207,Pune,27,15907,4206,11473,1
12208,Mumbai,25,5381,2895,12294,1
12209,Mumbai,27,8273,4147,12023,1
12210,Nashik,26,18712,3615,14580,1
12211,Nashik,26,17389,3300,10175,1
12212,Nashik,25,16759,3567,11612,1
12213,Pune,26,18682,2866,13950,1
12214,Mumbai,27,6463,4977,10471,1
12215,Mumbai,29,10147,4171,12772,1
12216,Pune,25,7226,3316,13038,1
12217,Mumbai,27,11588,4009,14298,1
12218,Mumbai,27,17699,3356,13579,1
12219,Nashik,25,5754,2655,12995,1
12220,Nashik,27,5763,3929,11280,1
12221,Nashik,25,8021,2664,10946,1
12222,Pune,28,10517,4712,12803,1
12223,Mumbai,28,12015,2958,11857,1
12224,Mumbai,28,15607,4418,12868,1
12225,Nashik,27,6061,4600,11091,1
12226,Nashik,28,18486,4527,10578,1
12227,Nashik,28,17716,3702,12880,1
12228,Pune,28,7962,3632,12014,1
12229,Mumbai,29,11990,3659,13910,1
12230,Aurangabad,27,6171,3602,14801,1
12231,Kolhapur,27,17179,4287,13944,1
12232,Kolhapur,26,12389,2789,10360,1
12233,Aurangabad,28,18717,3934,14145,1
12234,Aurangabad,29,10004,3679,12562,1
12235,Kolhapur,28,13874,3841,11855,1
12236,Solapur,29,12602,4547,12665,1
12237,Mumbai,28,17279,3797,13158,1
12238,Kolhapur,25,11461,3735,11833,1
12239,Aurangabad,26,14738,4515,11006,1
12240,Aurangabad,27,6432,2867,14345,1
12241,Kolhapur,29,7422,3876,12505,1
12242,Solapur,26,12320,3518,11552,1
12243,Mumbai,26,8277,3685,14485,1
12244,Pune,29,17008,4769,14060,1
12245,Mumbai,27,12156,2645,10125,1
12246,Mumbai,29,12500,4486,12331,1
12247,Nashik,26,15796,4191,13887,1
12248,Nashik,26,18088,3612,11698,1
12249,Nashik,28,18951,4442,13429,1
12250,Pune,28,12370,4083,11846,1
12251,Mumbai,26,15500,3940,12358,1
12252,Mumbai,25,18622,3203,12913,1
12253,Pune,29,7818,2562,13886,1
12254,Mumbai,26,19531,2979,11296,1
12255,Mumbai,28,8867,3748,12512,1
12256,Nashik,27,9605,2728,12291,1
12257,Nashik,27,7119,2962,14762,1
12258,Nashik,28,7232,2753,12955,1
12259,Nashik,29,12033,4231,10205,1
12260,Pune,28,12402,4898,14415,1
12261,Mumbai,28,6742,2720,12673,1
12262,Aurangabad,26,14676,2762,14079,1
12263,Kolhapur,28,8345,3371,10941,1
12264,Kolhapur,27,9240,4723,11414,1
12265,Aurangabad,29,5662,4743,13703,1
12266,Aurangabad,27,19062,3274,13379,1
12267,Kolhapur,27,5561,4770,13202,1
12268,Nashik,28,15837,4854,12344,1
12269,Pune,27,15567,4701,10604,1
12270,Mumbai,25,16880,3481,10455,1
12271,Aurangabad,25,11796,3045,11520,1
12272,Kolhapur,25,16888,4054,11382,1
12273,Kolhapur,25,13002,3319,12987,1
12274,Aurangabad,25,9465,4417,11062,1
12275,Aurangabad,29,19497,3396,13183,1
12276,Kolhapur,29,15868,4946,14509,1
12277,Mumbai,29,6955,4215,10746,1
12278,Pune,29,19779,3886,11924,1
12279,Mumbai,25,13631,4798,14677,1
12280,Mumbai,28,13631,3365,14089,1
12281,Nashik,25,9053,2870,14807,1
12282,Nashik,27,10225,4650,10526,1
12283,Nashik,27,11214,3264,11042,1
12284,Pune,25,5077,4051,11515,1
12285,Mumbai,26,13202,3750,12994,1
12286,Aurangabad,29,15086,3204,11870,1
12287,Kolhapur,26,7567,2703,13998,1
12288,Kolhapur,28,5671,3095,12294,1
12289,Aurangabad,27,17268,2897,13521,1
12290,Aurangabad,26,13022,2674,14568,1
12291,Kolhapur,25,8918,4602,10939,1
12292,Solapur,25,12414,2698,10541,1
12293,Mumbai,27,7124,2895,13831,1
12294,Pune,27,9243,3038,13472,1
12295,Mumbai,28,5818,4138,14122,1
12296,Mumbai,25,9601,2739,13081,1
12297,Nashik,29,16320,3424,14100,1
12298,Nashik,26,14783,2676,10572,1
12299,Nashik,28,6406,2535,13564,1
12300,Pune,26,14122,4464,12271,1
12301,Mumbai,25,16999,3450,13801,1
12302,Mumbai,26,16877,4782,10954,1
12303,Pune,28,17910,3303,13435,1
12304,Mumbai,27,18915,4576,12880,1
12305,Mumbai,25,6388,2770,10048,1
12306,Nashik,29,8434,4540,11293,1
12307,Nashik,27,19196,3888,11744,1
12308,Nashik,27,8742,3407,11512,1
12309,Pune,25,14432,2685,13529,1
12310,Mumbai,26,11748,3321,12623,1
12311,Mumbai,28,9055,3541,14640,1
12312,Nashik,29,11366,2690,12930,1
12313,Nashik,29,15335,3137,10685,1
12314,Nashik,25,19985,2684,11762,1
12315,Pune,29,8362,3401,14371,1
12316,Mumbai,29,16927,3414,12531,1
12317,Aurangabad,28,10419,4158,13309,1
12318,Kolhapur,29,18338,3200,14936,1
12319,Kolhapur,28,5657,4335,14291,1
12320,Aurangabad,27,9097,2961,13705,1
12321,Aurangabad,28,7075,3965,11271,1
12322,Kolhapur,26,15257,4751,10624,1
12323,Solapur,25,5188,4442,12349,1
12324,Mumbai,29,11642,4412,11535,1
12325,Kolhapur,29,8963,4906,10153,1
12326,Aurangabad,25,19438,4357,13404,1
12327,Aurangabad,28,18257,3800,13909,1
12328,Kolhapur,29,13774,4562,12920,1
12329,Solapur,27,11673,3877,14316,1
12330,Mumbai,25,5324,4993,12742,1
12331,Pune,27,11921,3859,13456,1
12332,Mumbai,29,18771,2730,14672,1
12333,Mumbai,28,13044,3366,10075,1
12334,Nashik,26,17493,4693,14093,1
12335,Nashik,26,12096,4108,14321,1
12336,Nashik,27,14929,4591,14454,1
12337,Pune,26,5983,2824,11388,1
12338,Mumbai,26,17186,4740,12868,1
12339,Mumbai,29,18308,3016,12373,1
12340,Pune,29,8411,3845,14061,1
12341,Mumbai,25,17885,4601,12311,1
12342,Mumbai,29,19008,3909,12451,1
12343,Nashik,28,5434,4431,10016,1
12344,Nashik,25,13155,4626,11810,1
12345,Nashik,29,19149,4228,11576,1
12346,Nashik,26,9470,2973,12449,1
12347,Pune,28,13309,3099,10940,1
12348,Mumbai,27,15566,2552,10806,1
12349,Aurangabad,26,15490,4580,14051,1
12350,Kolhapur,25,19631,4932,14007,1
12351,Kolhapur,26,16452,3773,13910,1
12352,Aurangabad,29,17672,4858,10727,1
12353,Aurangabad,28,11470,3833,11453,1
12354,Kolhapur,25,13772,2676,10627,1
12355,Nashik,28,19321,2663,10551,1
12356,Pune,28,5126,3080,10821,1
12357,Mumbai,26,14589,2851,12726,1
12358,Aurangabad,28,14815,4100,12716,1
12359,Kolhapur,27,12360,4134,12856,1
12360,Kolhapur,29,17494,3244,14179,1
12361,Aurangabad,29,8423,4045,10819,1
12362,Aurangabad,25,10251,2927,12684,1
